Formula,Stearic_Acid_%,Beeswax_%,Liquid_Paraffin_%,Lanolin_%,Triethanolamine_%,Sorbitol_%,Disodium_EDTA_%,Methylparaben_%,Propylene_Glycol_%,Propylparaben_%,Tween_80_%,Water_%,Perfume_%,Viscosity_cps,pH,Spreadability_cm,Washability_sec,HLB,Stability,Data_Source,Evidence_DOI
F0535,16.3105,2.3131,23.4378,2.73,2.128,2.0313,1.7546,0.0414,3.6746,0.0206,2.057,42.5071,0.9942,2780.6,6.41,8.89,8.8,12.04,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0536,11.6981,0.5959,26.2674,2.672,1.7418,1.8206,1.9051,0.0392,3.4125,0.0226,2.1044,46.7861,0.9344,2324,5.76,9.13,10.2,11.77,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0537,14.6962,1.2813,19.6487,2.9036,1.827,1.659,1.8377,0.0298,3.7297,0.0173,1.9054,49.4821,0.9821,2717,5.9,8.83,7.3,12.12,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0538,14.3762,3.34,18.9752,3.1277,2.0279,2.1189,2.064,0.0346,3.2674,0.0164,1.7367,47.9041,1.0109,2550.5,6.38,8.54,7.9,11.94,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0539,13.108,0.6994,20.7525,2.5366,1.9537,1.8511,1.8685,0.0366,4.2542,0.0171,1.8805,50.0904,0.9515,2472.8,5.69,8.45,8.3,12.04,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0540,14.505,1.5409,19.4321,2.9651,1.9696,1.7025,2.0666,0.0405,3.5373,0.0193,2.0796,49.1968,0.9447,2367.7,6.06,8.58,9.3,12.1,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0541,9.9599,2.0359,26.9626,2.4764,2.1553,2.1328,1.6418,0.0425,3.6048,0.0207,1.8336,46.156,0.9776,2317.3,5.83,8.47,7.1,11.54,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0542,13.3022,1.6792,18.6568,2.5933,1.6637,1.9173,2.1983,0.0342,4.387,0.0207,2.0143,50.4708,1.0621,2277.2,6.19,8.19,9.4,12.06,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0543,16.0772,0.816,25.3654,2.9242,1.8598,1.8373,1.9997,0.0431,3.8551,0.0212,1.8731,42.4898,0.838,2748.6,6.09,9.12,9.5,12.03,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0544,15.7761,0.7648,20.4378,2.7676,2.0074,1.768,1.7618,0.0449,4.3195,0.0179,1.9236,47.3347,1.0759,2478,5.74,8.31,9.6,12.21,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0545,11.2832,1.7495,22.3486,2.6651,1.7201,1.8077,1.5955,0.0403,3.3608,0.0161,1.9504,50.4425,1.02,2345.1,6.22,8.14,8.6,11.77,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0546,11.9975,3.68,19.2965,3.4423,2.2212,2.1176,2.2684,0.0428,3.6368,0.0197,1.7469,48.4554,1.0749,1907.4,6.57,7.65,6.2,11.7,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0547,11.35,2.089,21.7571,3.4724,1.9281,2.2949,2.0465,0.0398,4.9461,0.0187,2.1459,46.8235,1.088,1820.7,6,7.45,4.3,11.71,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0548,13.3809,2.8367,21.2042,2.6807,1.584,1.6292,1.5637,0.0322,3.1933,0.0175,1.773,49.3139,0.7907,2740.8,6.04,9.08,10.8,11.87,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0549,12.7085,0.7703,22.7541,3.382,1.8154,1.9236,2.2305,0.0456,4.1447,0.0223,2.0299,47.155,1.0182,2187.7,5.86,8.37,7.3,11.87,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0550,11.8851,2.1907,17.2072,2.6644,2.0624,1.9123,1.8539,0.0352,3.5356,0.0182,2.0713,53.64,0.9236,2121.5,6.44,8.21,5.4,11.97,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0551,11.3306,2.9914,23.32,3.1351,2.0738,1.7492,2.0365,0.0417,3.6489,0.0172,1.6273,47.1142,0.914,2277.8,6.18,8.18,8.3,11.6,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0552,11.9978,2.2697,24.3647,2.7869,1.8925,1.8303,2.1647,0.0439,4.0172,0.0216,2.1754,45.2775,1.1578,2325.4,6.06,8.32,7.8,11.74,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0553,11.4389,3.2377,24.3421,3.3519,2.2119,2.1244,2.1749,0.0352,3.8869,0.0214,1.7566,44.2794,1.1386,2132.4,6.45,8.07,8,11.57,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0554,12.009,0.6967,28.1495,2.7584,1.7008,1.9238,2.0838,0.0353,3.5903,0.0178,2.2129,43.8355,0.9861,2624.4,6.07,8.93,10.6,11.73,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0555,15.7161,1.0661,23.8904,2.5083,1.5862,1.7157,1.912,0.0348,3.5538,0.0202,1.704,45.4494,0.8431,2809.2,5.95,9.71,13.1,12.07,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0556,14.759,0.8256,18.7685,2.7438,1.5648,1.6925,1.8376,0.0312,3.3979,0.0184,1.8682,51.5386,0.9539,2484,5.77,8.71,9.9,12.2,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0557,10.1179,2.6541,22.6402,2.9865,1.9631,1.9006,2.0991,0.037,3.2384,0.0201,1.6955,49.6058,1.0415,2241.2,5.8,8.59,8.2,11.56,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0558,11.9055,2.5657,25.0804,2.9343,1.6888,1.8534,2.0192,0.0369,3.7543,0.0201,1.9466,45.1564,1.0385,2611.4,6.36,8.76,10,11.66,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0559,14.5826,3.4326,18.6074,2.7565,1.5292,1.6803,1.9091,0.0332,3.5517,0.0173,1.8043,49.3467,0.7491,2610.6,6.39,8.96,10,12,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0560,13.3873,1.5981,18.3553,3.0631,1.8605,2.0888,2.0182,0.0391,3.1481,0.0181,1.6808,51.9085,0.834,2326.6,5.89,8.35,7.4,12.02,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0561,14.3968,0.8782,18.1975,2.8078,2.0753,1.9785,1.9014,0.0397,3.7358,0.022,1.6866,51.1929,1.0875,2368.5,6.1,8.13,6.3,12.18,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0562,10.5632,3.3254,26.35,3.1733,1.7418,2.1085,2.086,0.0435,3.414,0.017,1.9038,44.2666,1.0069,2154.4,6.4,8.51,8.4,11.47,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0563,10.3465,2.5558,22.4854,3.2594,1.7029,1.7545,1.6493,0.0376,3.5847,0.0213,1.9808,49.6522,0.9694,1992.4,6.13,8.24,7.4,11.59,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0564,10.6869,1.7397,20.5778,3.172,2.2453,2.3716,2.2915,0.0483,3.6934,0.0182,2.2352,49.9329,0.9872,1664.4,5.47,7.53,6.1,11.75,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0565,13.2224,2.7076,21.2369,2.6035,1.6878,1.7909,2.0116,0.0404,3.939,0.0173,1.9252,47.8841,0.9334,2702.6,6.58,8.43,9,11.89,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0566,10.2379,2.9637,18.4772,2.4566,2.1513,2.1406,1.6342,0.037,3.4106,0.0187,2.0689,53.4241,0.9792,1735.7,6.38,8.17,7.3,11.75,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0567,15.1003,2.2237,19.4928,2.505,1.5312,1.949,1.7539,0.0337,3.5299,0.0195,1.5799,49.2848,0.9963,2717.6,6.12,8.74,8,12.1,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0568,11.303,1.0701,22.5709,2.659,1.981,1.5346,1.8622,0.0385,3.8483,0.0199,1.9078,50.3569,0.8478,2475.4,5.87,8.57,8.3,11.81,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0569,10.0053,0.6108,25.3383,2.2413,1.8769,1.5699,1.9696,0.0392,3.6675,0.0184,1.4927,50.1943,0.9757,2473.5,5.97,8.91,9.5,11.66,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0570,11.8596,2.4169,18.4612,3.2503,1.7161,1.7646,1.9569,0.0415,3.9845,0.0177,1.6354,51.7936,1.1017,2212.5,6.14,7.99,7.9,11.81,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0571,13.1349,2.0556,21.6192,3.0042,1.8649,1.7483,1.7158,0.0319,3.7924,0.017,1.6548,48.3857,0.9753,2688.4,6.23,8.63,10.2,11.86,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0572,12.8775,4.084,22.0564,2.8308,2.0361,1.7966,2.3695,0.0425,4.2149,0.0217,2.0702,44.529,1.0709,2210.5,6.28,8.1,8.2,11.74,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0573,11.3375,1.1066,21.6382,3.1905,2.116,1.8588,1.978,0.0411,3.5538,0.0173,2.1993,49.8605,1.1024,2139.5,5.79,8.55,7.8,11.81,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0574,14.816,1.773,21.0348,2.9291,1.8095,2.2312,2.0973,0.0369,3.7904,0.0185,2.1733,46.1587,1.1313,2438,6.27,8.36,8.1,12.05,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0575,13.0473,2.5716,26.3679,2.4314,1.828,1.7415,1.5189,0.0301,3.1222,0.0184,1.798,44.7673,0.7575,2955.8,6.56,9.48,10.2,11.74,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0576,15.4067,3.0981,22.9901,3.152,1.8357,2.1188,1.7497,0.0354,3.2863,0.0207,1.8503,43.5837,0.8724,2816.1,5.91,9.38,10.7,11.9,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0577,17.2121,1.0205,22.8729,2.8417,1.986,1.9618,1.9984,0.0354,3.9899,0.0183,1.7989,43.1922,1.0718,2575.1,6.08,9.34,12.4,12.17,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0578,14.1681,1.9752,23.1724,3.2178,2.0555,2.2743,2.2901,0.0371,3.6681,0.0214,1.936,44.0345,1.1494,2546.5,5.95,8.7,8.5,11.89,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0579,14.2011,1.1877,21.7125,2.8455,1.7997,1.8271,2.1779,0.0361,3.4416,0.0208,2.2906,47.5719,0.8875,2472.7,6.04,8.64,10.4,12.04,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0580,13.0275,2.5413,19.8682,3.2891,2.2215,2.3713,1.9314,0.0356,4.2189,0.0221,2.2623,47.2448,0.9661,2169.6,6.15,7.59,7,11.89,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0581,13.7813,2.1635,22.9263,2.3949,1.8481,1.5673,1.7042,0.0307,3.3373,0.0159,1.5633,47.9123,0.7548,2927.6,6.22,9.36,11.1,11.9,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0582,14.0368,3.576,19.0428,3.1692,2.1119,2.1053,2.2695,0.044,3.4567,0.0199,1.9423,47.2384,0.9872,2168.2,6.39,7.94,7.7,11.91,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0583,14.9353,3.4101,22.2441,2.9267,1.9386,1.9178,2.2471,0.0438,3.5179,0.0176,1.9496,43.8195,1.032,2498.6,6.34,8.62,11.2,11.9,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0584,15.2658,3.0589,19.1047,2.2188,1.8903,1.924,1.8775,0.0304,3.9372,0.0159,1.8279,48.06,0.7885,2722.8,6.53,8.84,11.7,12.11,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0585,13.3998,1.3182,25.6569,2.6384,1.9695,1.7953,2.2038,0.0333,3.5282,0.0179,1.8888,44.583,0.9669,2721.4,5.8,8.96,10.2,11.85,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0586,13.3704,1.0023,23.5877,2.3858,1.6767,1.6423,1.9045,0.0305,3.5066,0.0153,1.8251,48.21,0.8429,2841.4,5.58,9.32,14.3,11.95,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0587,13.4461,2.7058,17.7263,3.0235,1.803,1.6027,1.9964,0.0354,3.2363,0.0191,2.0483,51.3114,1.0455,2387.1,6.53,8.53,6.9,11.99,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0588,12.7524,1.581,24.7772,2.5786,1.6993,1.9738,1.7141,0.031,3.4483,0.0188,1.8601,46.6531,0.9123,2890.7,6.03,9.34,11.3,11.81,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0589,9.8761,3.5029,25.4152,2.9993,1.9959,1.8109,1.8671,0.0363,3.0955,0.0192,1.7914,46.6952,0.895,2198.4,6.23,8.48,8,11.44,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0590,10.7125,3.6199,18.3746,2.5864,1.9029,1.9138,1.6602,0.0403,4.0221,0.0171,1.7351,52.3984,1.0168,1898.8,6.69,7.9,4.5,11.71,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0591,11.7201,2.1648,25.6965,2.8993,2.2102,2.2466,1.9305,0.0449,3.592,0.0224,1.8261,44.584,1.0626,2298.1,5.82,8.7,8.3,11.66,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0592,13.2978,2.0415,21.0142,3.0139,2.0468,2.1,2.1683,0.0353,4.044,0.0184,1.9998,47.1301,1.0901,2588.4,5.99,8.44,7,11.91,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0593,9.8199,2.3014,23.2509,2.921,2.2075,2.1713,1.7365,0.0371,3.7772,0.0185,2.1058,48.6656,0.9872,1982.4,6.2,8.33,7.3,11.58,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0594,14.6085,1.7355,20.1521,3.2379,2.0729,2.0053,2.2934,0.0468,4.0019,0.0187,2.3936,46.2078,1.2255,2327.4,5.93,7.77,5.9,12.06,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0595,14.1488,1.1077,23.1204,2.9263,1.7844,1.6346,1.6358,0.0326,4.0716,0.018,2.0684,46.5152,0.9364,2658.6,5.81,9.19,10.3,11.98,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0596,12.9353,1.5325,20.8687,2.8042,1.7874,1.8551,1.8143,0.0384,3.8023,0.0181,1.8866,49.7801,0.8771,2573.4,5.9,8.96,10.2,11.94,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0597,15.4979,0.6373,24.4003,2.9237,2.0546,1.5668,1.8613,0.0354,3.4336,0.0159,1.8427,44.9336,0.7971,2833.9,5.88,9.59,12.2,12.04,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0598,12.5999,3.6449,26.94,2.6734,1.7042,1.8614,1.8423,0.0388,3.8913,0.0204,1.9038,41.8285,1.0511,2604.5,6.41,8.96,9.9,11.63,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0599,13.8846,1.7154,24.0816,2.5462,1.7172,1.824,1.5519,0.0316,3.7079,0.0185,1.8889,46.2982,0.734,3100.9,6.1,9.37,11.6,11.91,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0600,13.1146,2.1822,19.8671,2.3788,2.0333,1.9826,1.621,0.0394,3.7724,0.0177,1.6835,50.3438,0.9634,2594.2,6.16,8.98,9.1,11.96,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0601,10.5885,1.1996,23.7774,3.0897,1.7806,1.6728,1.9154,0.0408,3.9403,0.0204,1.8537,49.303,0.8178,2247.7,6.09,8.33,8.1,11.66,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0602,16.9805,1.0565,20.0571,2.8695,1.8729,2.0672,2.2398,0.0455,4.1809,0.022,2.0135,45.5878,1.0066,2520.2,5.82,8.96,8.7,12.27,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0603,12.9148,3.8629,23.3319,3.2302,2.1509,1.8597,2.0435,0.0447,3.971,0.0227,1.829,43.621,1.1177,2319.1,6.48,8.58,9.2,11.68,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0604,12.9535,1.6912,26.0036,2.6159,1.8009,1.7514,1.8148,0.0353,3.0775,0.0198,1.7505,45.6918,0.7937,2927.7,6.03,9.08,10.5,11.78,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0605,11.5548,1.2086,18.0399,3.2218,2.2094,2.0539,1.8002,0.0372,3.9432,0.0226,1.8354,53.0983,0.9749,1859,6.11,7.77,5.3,11.91,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0606,10.9281,3.9865,21.0508,3.4654,2.2647,2.3632,2.0586,0.0443,3.9839,0.0188,2.0369,46.6129,1.186,1647.3,6.5,7.99,9.4,11.58,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0607,14.8295,0.9646,23.9057,2.7226,2.1948,2.0912,2.2136,0.0334,3.6277,0.0176,1.6545,44.7234,1.0214,2583.1,5.96,8.87,10.5,12,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0608,12.1184,1.7191,21.6161,2.4955,1.9162,1.767,2.0368,0.0397,3.8064,0.0177,1.6818,49.8681,0.9173,2439.9,6.15,8.38,7.6,11.85,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0609,11.1309,2.249,22.0311,2.8897,2.0944,2.0891,1.8539,0.0322,3.68,0.0194,1.9141,49.1732,0.8431,2292.9,5.99,8.14,8.8,11.71,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0610,14.9038,0.725,21.7621,3.027,1.7453,2.0695,1.9757,0.039,3.6351,0.0189,1.9566,47.1347,1.0071,2559.6,6.05,8.43,7.5,12.08,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0611,14.6985,1.158,26.5225,2.6984,2.0225,1.9091,1.9176,0.0315,3.2932,0.0153,1.9142,42.8431,0.9761,2954.5,5.9,9.65,12,11.91,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0612,12.704,1.9853,22.1443,3.2314,1.755,1.9073,2.1984,0.0347,4.5226,0.0229,1.75,46.7843,0.96,2434.1,6.32,8.46,9.2,11.8,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0613,10.7399,3.3689,25.9742,3.0124,2.1922,2.0807,1.7871,0.0384,3.9184,0.017,2.2304,43.6007,1.0395,2153.1,6,8.47,8.7,11.53,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0614,10.3595,1.7329,19.8873,2.8379,2.1524,1.9306,2.1091,0.0395,3.7483,0.0209,1.872,52.4246,0.8851,2013,5.6,8.26,7.9,11.75,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0615,14.1367,3.107,20.1281,2.8742,2.002,1.6774,2.0615,0.0389,4.2762,0.0179,1.6625,47.1926,0.825,2625.3,6.25,8.55,8.6,11.92,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0616,14.4226,2.4938,20.5791,3.2444,1.8127,1.8969,1.9512,0.0339,4.3512,0.0185,1.6837,46.52,0.9919,2567.3,6.2,8.93,9.7,11.93,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0617,15.3263,0.807,26.1699,2.4375,2.0375,1.7744,1.914,0.0332,3.2214,0.0169,1.645,43.6871,0.9298,2904.1,6.06,9.62,13.8,11.99,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0618,13.4575,2.2381,23.2564,3.3486,1.8606,1.7244,2.1165,0.0369,4.523,0.0224,1.7675,44.6374,1.0108,2510.9,6.25,8.16,9.2,11.8,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0619,11.3848,0.6201,24.4003,2.479,1.9887,1.7641,1.8491,0.0402,4.0089,0.0174,1.6495,48.9124,0.8855,2500.7,5.59,8.8,10.7,11.78,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0620,11.1814,1.5617,23.2903,2.3167,2.0097,1.6323,2.0474,0.0321,3.851,0.0163,1.5566,49.5185,0.986,2479.8,6.24,9.06,10.5,11.75,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0621,11.2571,2.1403,21.4205,2.5791,2.0094,1.6179,1.6091,0.0368,3.7663,0.0163,1.7392,50.9773,0.8308,2446.8,6.27,8.75,9.3,11.76,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0622,13.9056,1.8872,21.7265,2.7765,1.7983,1.9487,1.6747,0.0329,3.1993,0.0151,1.51,48.6035,0.9218,2880.4,6.12,9.18,12,11.93,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0623,14.0582,1.5101,24.1333,2.6344,1.5367,1.6893,1.6739,0.0295,3.4057,0.0157,1.4349,47.0143,0.8639,3063.3,6.09,9.53,9.4,11.89,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0624,13.5503,3.3993,18.5092,2.9355,1.9829,1.849,1.9867,0.0341,3.9963,0.0187,1.5174,49.3452,0.8754,2414.6,6.46,9.04,9,11.89,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0625,15.275,0.5988,19.5192,2.3416,1.7885,1.9606,1.9994,0.0416,3.7893,0.017,2.0684,49.6625,0.938,2515.9,5.67,8.78,11,12.28,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0626,14.7811,0.6936,21.3064,2.7443,1.6943,1.6131,1.6754,0.0394,4.1063,0.0216,1.7957,48.4641,1.0647,2515.5,5.79,8.82,9.8,12.11,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0627,17.4571,3.4775,19.0186,2.7203,1.7875,1.9647,2.0729,0.0417,3.8461,0.0232,1.9855,44.6331,0.9716,2538,6.31,7.91,6.3,12.18,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0628,14.3157,3.448,18.9868,2.5023,1.7909,1.843,1.6736,0.0388,3.5216,0.017,1.8058,49.1152,0.9412,2587.7,6.16,8.71,9,11.99,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0629,13.7568,3.0062,23.6102,3.0336,1.6432,1.9619,1.9046,0.0338,3.7748,0.0155,1.9166,44.5158,0.8268,2918.3,6.72,9.36,9.4,11.8,Needs Evaluation,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0630,14.587,3.2204,20.8743,2.7681,1.6836,1.8414,1.563,0.033,3.5678,0.0147,1.8293,47.1861,0.8315,2752.4,6.35,9.26,12,11.94,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0631,11.4118,2.6357,22.4382,2.4434,1.7092,2.0301,1.9149,0.0415,3.9155,0.0205,1.6582,49.0051,0.7758,2546.8,6.4,8.5,8.2,11.71,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0632,16.07,0.6451,24.165,2.7503,1.8609,2.0994,1.8003,0.0433,3.4514,0.02,2.0078,44.182,0.9044,2745,5.9,9.19,8.6,12.11,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
F0633,9.5645,1.1938,21.7204,2.3948,2.0107,1.9422,2.0656,0.0386,4.1276,0.0185,1.8778,52.0952,0.9503,2088.5,5.71,8.66,10.1,11.71,Stable,Simulated (based on journal's BBD model),"10.55248/gengpi.4.1223.123318 (simulated, derived design space)"
